特征,系数(标准化后),影响,影响强度
净利润_fcf_T4,0.1955227846957673,↑正相关（高分→盈利）,★★
年化收益_60d,0.19508381968759647,↑正相关（高分→盈利）,★★
报价日,0.19505672343172206,↑正相关（高分→盈利）,★★
PE_vs_行业,0.19285187515174873,↑正相关（高分→盈利）,★★
净资产增长,0.18696275160090609,↑正相关（高分→盈利）,★★
总分_T,0.18653648311833088,↑正相关（高分→盈利）,★★
胜率_250d,0.1841474560081025,↑正相关（高分→盈利）,★★
营业利润_YoY,0.1748945034184953,↑正相关（高分→盈利）,★★
NOPAT_YoY,0.1748945034184953,↑正相关（高分→盈利）,★★
营收_T1,0.17343540268522184,↑正相关（高分→盈利）,★★
行业级别,0.1702125925135565,↑正相关（高分→盈利）,★★
行业区间收益_20d,0.16511903434665628,↑正相关（高分→盈利）,★★
净利润_fcf_T2,0.1642155388549399,↑正相关（高分→盈利）,★★
行业年化收益_20d,0.16090061674249262,↑正相关（高分→盈利）,★★
NOPAT_T1,0.15571523835170284,↑正相关（高分→盈利）,★★
营业利润_T1,0.15566725276501936,↑正相关（高分→盈利）,★★
净利润_fcf_加速,0.15256266369108204,↑正相关（高分→盈利）,★★
盈利能力_T,0.1517530847294982,↑正相关（高分→盈利）,★★
盈利能力_delta_1y,0.14789234813842272,↑正相关（高分→盈利）,★
报价日价格,0.14549775895342823,↑正相关（高分→盈利）,★
锁定价当前价,0.14549775895342823,↑正相关（高分→盈利）,★
营收_3年斜率,0.1439909011217629,↑正相关（高分→盈利）,★
利息资本化率,0.14108941636188385,↑正相关（高分→盈利）,★
price_vs_MA250,0.13798213207665508,↑正相关（高分→盈利）,★
行情_时间匹配,0.13783538967268896,↑正相关（高分→盈利）,★
流动资产周转率,0.13473997997588122,↑正相关（高分→盈利）,★
盈利能力_delta_4y,0.12714671331795857,↑正相关（高分→盈利）,★
总分_T-4,0.1241272325862349,↑正相关（高分→盈利）,★
总分_斜率,0.12122046293235976,↑正相关（高分→盈利）,★
区间收益_20d,0.11588286533303592,↑正相关（高分→盈利）,★
行业波动率_60d,0.11384760756042643,↑正相关（高分→盈利）,★
行业波动率_总,0.11384760756042643,↑正相关（高分→盈利）,★
行业胜率_60d,0.11133263564455473,↑正相关（高分→盈利）,★
胜率_60d,0.11002037118132273,↑正相关（高分→盈利）,★
折旧_T,0.10706996339959683,↑正相关（高分→盈利）,★
return_acceleration,0.10672862575211793,↑正相关（高分→盈利）,★
市场指数_通过,0.10542991632233965,↑正相关（高分→盈利）,★
同行PS_均值,0.09617605724139917,↑正相关（高分→盈利）,★
同行PE_标准差,0.095530003055323,↑正相关（高分→盈利）,★
溢价率下限_excel,0.09283421608434178,↑正相关（高分→盈利）,★
溢价率,0.09283421608434178,↑正相关（高分→盈利）,★
无风险利率,0.09283421608434178,↑正相关（高分→盈利）,★
成长能力_T,0.08946501585809925,↑正相关（高分→盈利）,★
个股PB,0.08932743756544856,↑正相关（高分→盈利）,★
总分_T-2,0.08770928602266509,↑正相关（高分→盈利）,★
年化收益_20d,0.08611805214391036,↑正相关（高分→盈利）,★
总分_delta_1y,0.08470616114801548,↑正相关（高分→盈利）,★
MA20,0.07986065646413211,↑正相关（高分→盈利）,★
NOPAT_T4,0.07836872793408052,↑正相关（高分→盈利）,★
营业利润_T4,0.07832942979801077,↑正相关（高分→盈利）,★
子场景通过数,0.07782951539994781,↑正相关（高分→盈利）,★
行业PE,0.06816507492597362,↑正相关（高分→盈利）,★
均价_all,0.06244687221307951,↑正相关（高分→盈利）,★
流动比率,0.06236085257848204,↑正相关（高分→盈利）,★
存货,0.05932037554302438,↑正相关（高分→盈利）,★
财报年份,0.05791796056185207,↑正相关（高分→盈利）,★
应收账款,0.05593384595747278,↑正相关（高分→盈利）,★
PB_vs_同行均值,0.05578953593132249,↑正相关（高分→盈利）,★
price_vs_MA60,0.05336598972882179,↑正相关（高分→盈利）,★
研发费用率_is,0.05028890259098957,↑正相关（高分→盈利）,★
NOPAT_3年斜率,0.05015237475425933,↑正相关（高分→盈利）,★
净利润_fcf_YoY,0.042379495097223434,↑正相关（高分→盈利）,★
参数构造_通过,0.041456955305430386,↑正相关（高分→盈利）,★
capex_intensity,0.03656603163419281,↑正相关（高分→盈利）,★
DCF估值_通过,0.03410523039975275,↑正相关（高分→盈利）,★
行业总天数,0.03385701847762553,↑正相关（高分→盈利）,★
毛利率,0.032862704917918935,↑正相关（高分→盈利）,★
成长能力_斜率,0.030872959966962044,↑正相关（高分→盈利）,★
行业年化收益_60d,0.030131891954127632,↑正相关（高分→盈利）,★
行业漂移率,0.030131891954127632,↑正相关（高分→盈利）,★
FCF_3年斜率,0.02800753727479264,↑正相关（高分→盈利）,★
行业区间收益_60d,0.02517862667023829,↑正相关（高分→盈利）,★
总分_delta_2y,0.02508303734937706,↑正相关（高分→盈利）,★
成长能力_T-3,0.023479619451903307,↑正相关（高分→盈利）,★
ROE摊薄,0.02341963218667389,↑正相关（高分→盈利）,★
ROE,0.023375109871489844,↑正相关（高分→盈利）,★
利润增长,0.02154686183894173,↑正相关（高分→盈利）,★
fin_exp,0.020113750657829315,↑正相关（高分→盈利）,★
营业利润率_is,0.016929902652037466,↑正相关（高分→盈利）,★
长期借款,0.014430378106974756,↑正相关（高分→盈利）,★
总分_T-1,0.012787616516596247,↑正相关（高分→盈利）,★
行业MA20,0.01034685169264635,↑正相关（高分→盈利）,★
邀请日,0.008500896310310764,↑正相关（高分→盈利）,★
流动比率_bs,0.00850035217837716,↑正相关（高分→盈利）,★
净利润率_is,0.00821565439121235,↑正相关（高分→盈利）,★
现金利息负债比,0.0026594719676616644,↑正相关（高分→盈利）,★
盈利能力_趋势,0.0,↓负相关（高分→亏损）,★
评级_T,0.0,↓负相关（高分→亏损）,★
营运资金变动_T2,0.0,↓负相关（高分→亏损）,★
营运资金变动_T3,0.0,↓负相关（高分→亏损）,★
评级_T-4,0.0,↓负相关（高分→亏损）,★
营运资金变动_T,0.0,↓负相关（高分→亏损）,★
评级_T-3,0.0,↓负相关（高分→亏损）,★
评级_T-1,0.0,↓负相关（高分→亏损）,★
营运资金变动_T4,0.0,↓负相关（高分→亏损）,★
评级_T-2,0.0,↓负相关（高分→亏损）,★
总分_趋势,0.0,↓负相关（高分→亏损）,★
成长能力_趋势,0.0,↓负相关（高分→亏损）,★
营运资金变动_T1,0.0,↓负相关（高分→亏损）,★
综合趋势,0.0,↓负相关（高分→亏损）,★
溢价率下限,0.0,↓负相关（高分→亏损）,★
net_profit,0.0,↓负相关（高分→亏损）,★
筹资活动现金流,0.0,↓负相关（高分→亏损）,★
基本EPS,0.0,↓负相关（高分→亏损）,★
Beta,0.0,↓负相关（高分→亏损）,★
营业利润率,0.0,↓负相关（高分→亏损）,★
营收增长率,0.0,↓负相关（高分→亏损）,★
sell_exp,0.0,↓负相关（高分→亏损）,★
EBITDA,0.0,↓负相关（高分→亏损）,★
净债务,0.0,↓负相关（高分→亏损）,★
无形资产占比,0.0,↓负相关（高分→亏损）,★
锁定期,0.0,↓负相关（高分→亏损）,★
融资金额,0.0,↓负相关（高分→亏损）,★
无形资产,0.0,↓负相关（高分→亏损）,★
行业PS,0.0,↓负相关（高分→亏损）,★
非流动负债,0.0,↓负相关（高分→亏损）,★
销售费用率,0.0,↓负相关（高分→亏损）,★
sw_l1_code,0.0,↓负相关（高分→亏损）,★
sw_l1_name,0.0,↓负相关（高分→亏损）,★
sw_l2_code,0.0,↓负相关（高分→亏损）,★
sw_l2_name,0.0,↓负相关（高分→亏损）,★
sw_l3_code,0.0,↓负相关（高分→亏损）,★
sw_l3_name,0.0,↓负相关（高分→亏损）,★
非流动资产,0.0,↓负相关（高分→亏损）,★
report_year,0.0,↓负相关（高分→亏损）,★
投资现金流,0.0,↓负相关（高分→亏损）,★
经营活动现金流小计,0.0,↓负相关（高分→亏损）,★
EBIT,0.0,↓负相关（高分→亏损）,★
投资活动现金流,0.0,↓负相关（高分→亏损）,★
净资产负债表,0.0,↓负相关（高分→亏损）,★
现金流动负债比,-0.0037245431940918974,↓负相关（高分→亏损）,★
NOPAT_T2,-0.0038469747380630672,↓负相关（高分→亏损）,★
营业利润_T2,-0.0038831037335094517,↓负相关（高分→亏损）,★
股东权益,-0.003944134077388992,↓负相关（高分→亏损）,★
资本支出_T3,-0.004389319845095062,↓负相关（高分→亏损）,★
个股PE,-0.0073468217200470705,↓负相关（高分→亏损）,★
盈利能力_T-2,-0.011107059948329508,↓负相关（高分→亏损）,★
流动资产,-0.011889035200890154,↓负相关（高分→亏损）,★
成长能力_delta_2y,-0.012025968387387516,↓负相关（高分→亏损）,★
归母净利润,-0.013371067806214977,↓负相关（高分→亏损）,★
短期借款,-0.013642572021268673,↓负相关（高分→亏损）,★
市场胜率_120d,-0.01374395477825497,↓负相关（高分→亏损）,★
利润总额,-0.014421450489535687,↓负相关（高分→亏损）,★
营业利润,-0.01446583656425754,↓负相关（高分→亏损）,★
总资产,-0.015384656845226776,↓负相关（高分→亏损）,★
rd_exp,-0.01560675462273087,↓负相关（高分→亏损）,★
最新交易日,-0.0166326873262936,↓负相关（高分→亏损）,★
报价日_md,-0.0166326873262936,↓负相关（高分→亏损）,★
总股本,-0.01685284026783638,↓负相关（高分→亏损）,★
应付债券,-0.016896633510841835,↓负相关（高分→亏损）,★
总负债,-0.01740183752164713,↓负相关（高分→亏损）,★
流动负债,-0.01742306258662795,↓负相关（高分→亏损）,★
营业总收入,-0.018488211112135697,↓负相关（高分→亏损）,★
营业收入,-0.018488211112135697,↓负相关（高分→亏损）,★
货币资金,-0.018592228725719168,↓负相关（高分→亏损）,★
固定资产,-0.01898634988960628,↓负相关（高分→亏损）,★
报价日_excel,-0.01903546974563314,↓负相关（高分→亏损）,★
经营现金流,-0.019240488051150497,↓负相关（高分→亏损）,★
商誉占总资产比,-0.019259852431225657,↓负相关（高分→亏损）,★
admin_exp,-0.020534099784908888,↓负相关（高分→亏损）,★
商誉,-0.02054823910310699,↓负相关（高分→亏损）,★
波动率,-0.02339980826118301,↓负相关（高分→亏损）,★
同行PS_中位,-0.023829771888760776,↓负相关（高分→亏损）,★
总营收增长,-0.024936373595587747,↓负相关（高分→亏损）,★
NOPAT_T,-0.0293283964076531,↓负相关（高分→亏损）,★
营业利润_T,-0.029363746218529347,↓负相关（高分→亏损）,★
行业PE_通过,-0.029805206503185532,↓负相关（高分→亏损）,★
反向推算_通过,-0.030330125956625258,↓负相关（高分→亏损）,★
个股PE_通过,-0.03218527546125367,↓负相关（高分→亏损）,★
营收增长2,-0.035553251138699206,↓负相关（高分→亏损）,★
盈利能力_delta_2y,-0.03750107131744769,↓负相关（高分→亏损）,★
营收增长,-0.03810629009771429,↓负相关（高分→亏损）,★
FCF_margin,-0.039912141706365166,↓负相关（高分→亏损）,★
定增建议参与,-0.04054290830797516,↓负相关（高分→亏损）,★
FCF_conversion,-0.04232094254651869,↓负相关（高分→亏损）,★
波动率_20d,-0.04713966422879777,↓负相关（高分→亏损）,★
资本支出_YoY,-0.054358911769547325,↓负相关（高分→亏损）,★
资本支出_加速,-0.054516423315421884,↓负相关（高分→亏损）,★
有效阈值数_excel,-0.05629271928457481,↓负相关（高分→亏损）,★
胜率_20d,-0.057959474270531004,↓负相关（高分→亏损）,★
FCF_CAGR2,-0.059510445725037255,↓负相关（高分→亏损）,★
price_vs_MA120,-0.06277361451545256,↓负相关（高分→亏损）,★
速动比率,-0.06459670897480524,↓负相关（高分→亏损）,★
成长能力_delta_1y,-0.0655017992799301,↓负相关（高分→亏损）,★
资产负债比,-0.06792105164350616,↓负相关（高分→亏损）,★
NOPAT_margin,-0.06864602973115928,↓负相关（高分→亏损）,★
管理费用率,-0.07193177363095046,↓负相关（高分→亏损）,★
ROE增长,-0.07574734108641193,↓负相关（高分→亏损）,★
总分_delta_4y,-0.07673940014017627,↓负相关（高分→亏损）,★
vol_ratio_20_60,-0.07937780678668294,↓负相关（高分→亏损）,★
胜率_120d,-0.08259821482250158,↓负相关（高分→亏损）,★
总资产周转率,-0.0883000527133132,↓负相关（高分→亏损）,★
年化收益_250d,-0.0895674935763362,↓负相关（高分→亏损）,★
区间收益_250d,-0.0895674935763362,↓负相关（高分→亏损）,★
已获利息倍数,-0.09802093859965166,↓负相关（高分→亏损）,★
净利增长,-0.09912735378507022,↓负相关（高分→亏损）,★
扣非净利增长,-0.09916694349776535,↓负相关（高分→亏损）,★
MA250,-0.10210832971791654,↓负相关（高分→亏损）,★
蒙特卡洛_通过,-0.10456250790992538,↓负相关（高分→亏损）,★
资产负债率,-0.11233467990935572,↓负相关（高分→亏损）,★
营业利润_加速,-0.11676621252836232,↓负相关（高分→亏损）,★
NOPAT_加速,-0.11676621252836232,↓负相关（高分→亏损）,★
成长能力_T-1,-0.11885445179473202,↓负相关（高分→亏损）,★
成长能力_T-2,-0.11890362825854027,↓负相关（高分→亏损）,★
存货周转率,-0.12418358117051534,↓负相关（高分→亏损）,★
PS_vs_同行均值,-0.1307015169821949,↓负相关（高分→亏损）,★
FCF年份_T3,-0.13923500385765722,↓负相关（高分→亏损）,★
个股PS,-0.14404190477453885,↓负相关（高分→亏损）,★
MA60,-0.1444382761724202,↓负相关（高分→亏损）,★
FCF_加速,-0.14744665059352288,↓负相关（高分→亏损）,★
同行公司数,-0.1515319185551177,↓负相关（高分→亏损）,★★
成长能力_T-4,-0.15967885228479675,↓负相关（高分→亏损）,★★
行业PE_60d增长,-0.16025776465940592,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.16398020226113125,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.16536302733174327,↓负相关（高分→亏损）,★★
盈利能力_T-1,-0.16902574824277206,↓负相关（高分→亏损）,★★
盈利能力_T-4,-0.177806235137731,↓负相关（高分→亏损）,★★
市场年化收益_120d,-0.18088412935250398,↓负相关（高分→亏损）,★★
行业PE_250d增长,-0.1811649641604662,↓负相关（高分→亏损）,★★
总分_T-3,-0.18260485894781733,↓负相关（高分→亏损）,★★
净利率,-0.1868465210690889,↓负相关（高分→亏损）,★★
数据天数,-0.19005397499195686,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.19050478786331212,↓负相关（高分→亏损）,★★
行业波动率_20d,-0.19152721090433014,↓负相关（高分→亏损）,★★
行业胜率_20d,-0.1923321338710143,↓负相关（高分→亏损）,★★
市场波动率比值,-0.1947924318690188,↓负相关（高分→亏损）,★★
行业波动率_120d,-0.2276522595052918,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.2322865924082312,↓负相关（高分→亏损）,★★
FCF年份_T1,-0.2563772719626536,↓负相关（高分→亏损）,★★
FCF年份_T,-0.2563772719626536,↓负相关（高分→亏损）,★★
FCF年份_T2,-0.2563772719626536,↓负相关（高分→亏损）,★★
行业PB_250d增长,-0.26929187693596146,↓负相关（高分→亏损）,★★
总资产净利率,-0.2724975830114277,↓负相关（高分→亏损）,★★
NOPAT_CAGR2,-0.27449617193647036,↓负相关（高分→亏损）,★★
营业利润_CAGR2,-0.27449617193647036,↓负相关（高分→亏损）,★★
成长能力_delta_4y,-0.28084797689685215,↓负相关（高分→亏损）,★★
行业MA60,-0.2839684401268519,↓负相关（高分→亏损）,★★
市场距离MA250,-0.28714754530828646,↓负相关（高分→亏损）,★★
资本支出_T2,-0.2886207867270185,↓负相关（高分→亏损）,★★
行业PB,-0.28949480703255703,↓负相关（高分→亏损）,★★
应收账款周转率,-0.3008730368258018,↓负相关（高分→亏损）,★★★
波动率_250d,-0.3060252006646006,↓负相关（高分→亏损）,★★★
折旧_T3,-0.30707092496989535,↓负相关（高分→亏损）,★★★
净利润,-0.3071508832878111,↓负相关（高分→亏损）,★★★
行业PB_120d增长,-0.32061888512767894,↓负相关（高分→亏损）,★★★
溢价率上限,-0.33624707441428964,↓负相关（高分→亏损）,★★★
折旧_T1,-0.3372093535673642,↓负相关（高分→亏损）,★★★
行业胜率_250d,-0.34245797321264626,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.34504704522839574,↓负相关（高分→亏损）,★★★
FCF_T3,-0.34659392233957503,↓负相关（高分→亏损）,★★★
capex_to_dep,-0.35988094967194695,↓负相关（高分→亏损）,★★★
行业MA120,-0.3620801142332187,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.3623859998778365,↓负相关（高分→亏损）,★★★
区间收益_120d,-0.3634530132271129,↓负相关（高分→亏损）,★★★
FCF_T2,-0.39562919718439027,↓负相关（高分→亏损）,★★★
step3通过,-0.39844771551059777,↓负相关（高分→亏损）,★★★
FCF_T,-0.4236335980364912,↓负相关（高分→亏损）,★★★
PB_vs_行业,-0.45378960375340516,↓负相关（高分→亏损）,★★★
FCF_T1,-0.45829324649587483,↓负相关（高分→亏损）,★★★
MA120,-0.4594917924126649,↓负相关（高分→亏损）,★★★
资本支出_T4,-0.4856357934931626,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.4966544066520589,↓负相关（高分→亏损）,★★★
有效阈值数,-0.4983180320623591,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.5067825598790796,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.5068282923759776,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.5344428997246676,↓负相关（高分→亏损）,★★★
同行市值_中位,-0.6065878828596095,↓负相关（高分→亏损）,★★★
同行PB_中位,-0.6188528707729432,↓负相关（高分→亏损）,★★★
波动率_60d,-0.6898203506343605,↓负相关（高分→亏损）,★★★
FCF_T4,-0.7192828896126507,↓负相关（高分→亏损）,★★★
资本支出_T,-0.7210173502730096,↓负相关（高分→亏损）,★★★
中位价,-0.7695595609680815,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.9129788875087694,↓负相关（高分→亏损）,★★★
营收_T3,-0.9517032271806428,↓负相关（高分→亏损）,★★★
报价日MA20,-1.0065504459557353,↓负相关（高分→亏损）,★★★
