特征,系数(标准化后),影响,影响强度
return_acceleration,0.11667965047771077,↑正相关（高分→盈利）,★
总分_T-4,0.11576296583564466,↑正相关（高分→盈利）,★
行业波动率_60d,0.11216719313113045,↑正相关（高分→盈利）,★
行业波动率_总,0.11216719313113045,↑正相关（高分→盈利）,★
行业胜率_60d,0.10515608930219764,↑正相关（高分→盈利）,★
市场指数_通过,0.09939595321503102,↑正相关（高分→盈利）,★
折旧_T,0.09796943800214833,↑正相关（高分→盈利）,★
同行PS_均值,0.09714024171901792,↑正相关（高分→盈利）,★
同行PE_标准差,0.09583673432466536,↑正相关（高分→盈利）,★
MA20,0.0939888303520679,↑正相关（高分→盈利）,★
成长能力_T,0.09314079400498279,↑正相关（高分→盈利）,★
个股PB,0.08798189656660108,↑正相关（高分→盈利）,★
均价_all,0.0800062180767645,↑正相关（高分→盈利）,★
年化收益_20d,0.07920205480348716,↑正相关（高分→盈利）,★
NOPAT_T4,0.07891766123528504,↑正相关（高分→盈利）,★
营业利润_T4,0.07887820546607337,↑正相关（高分→盈利）,★
总分_T-2,0.07850251021269662,↑正相关（高分→盈利）,★
流动比率,0.07586368345094045,↑正相关（高分→盈利）,★
子场景通过数,0.07541163556293237,↑正相关（高分→盈利）,★
总分_delta_1y,0.07501380907385731,↑正相关（高分→盈利）,★
邀请日,0.07346871622996136,↑正相关（高分→盈利）,★
行业PE,0.06781618568066326,↑正相关（高分→盈利）,★
存货,0.05988117505119463,↑正相关（高分→盈利）,★
财报年份,0.05759203263185009,↑正相关（高分→盈利）,★
参数构造_通过,0.05699510469486403,↑正相关（高分→盈利）,★
PB_vs_同行均值,0.05695270160869858,↑正相关（高分→盈利）,★
应收账款,0.05578227750768966,↑正相关（高分→盈利）,★
最新交易日,0.05433637039464726,↑正相关（高分→盈利）,★
净利润_fcf_YoY,0.05367354687941552,↑正相关（高分→盈利）,★
研发费用率_is,0.050631283159720784,↑正相关（高分→盈利）,★
NOPAT_3年斜率,0.049816801612053534,↑正相关（高分→盈利）,★
price_vs_MA60,0.042969899968031376,↑正相关（高分→盈利）,★
capex_intensity,0.04014132048798249,↑正相关（高分→盈利）,★
DCF估值_通过,0.038111828204285415,↑正相关（高分→盈利）,★
行业总天数,0.033989168915628344,↑正相关（高分→盈利）,★
毛利率,0.03355214407957686,↑正相关（高分→盈利）,★
行业漂移率,0.03168450858124857,↑正相关（高分→盈利）,★
行业年化收益_60d,0.03168450858124857,↑正相关（高分→盈利）,★
成长能力_斜率,0.030306289970423696,↑正相关（高分→盈利）,★
总分_delta_2y,0.02935314777294658,↑正相关（高分→盈利）,★
FCF_3年斜率,0.028147807514581954,↑正相关（高分→盈利）,★
行业区间收益_60d,0.02658929153586947,↑正相关（高分→盈利）,★
ROE摊薄,0.024273167176671936,↑正相关（高分→盈利）,★
ROE,0.024229000868863374,↑正相关（高分→盈利）,★
利润增长,0.02157756429601985,↑正相关（高分→盈利）,★
fin_exp,0.020309325765852475,↑正相关（高分→盈利）,★
营业利润率_is,0.01814821061390504,↑正相关（高分→盈利）,★
成长能力_T-3,0.01790638886868968,↑正相关（高分→盈利）,★
总分_T-1,0.016398743589850016,↑正相关（高分→盈利）,★
长期借款,0.014380312210369707,↑正相关（高分→盈利）,★
资本支出_T3,0.013528209108302668,↑正相关（高分→盈利）,★
溢价率上限,0.011726821151461389,↑正相关（高分→盈利）,★
净利润率_is,0.009413429333677857,↑正相关（高分→盈利）,★
流动比率_bs,0.008566192316919493,↑正相关（高分→盈利）,★
现金利息负债比,0.003670044135041641,↑正相关（高分→盈利）,★
行业MA20,0.0004357248236334601,↑正相关（高分→盈利）,★
无形资产,0.0,↓负相关（高分→亏损）,★
非流动负债,0.0,↓负相关（高分→亏损）,★
销售费用率,0.0,↓负相关（高分→亏损）,★
营运资金变动_T2,0.0,↓负相关（高分→亏损）,★
评级_T,0.0,↓负相关（高分→亏损）,★
成长能力_趋势,0.0,↓负相关（高分→亏损）,★
评级_T-2,0.0,↓负相关（高分→亏损）,★
report_year,0.0,↓负相关（高分→亏损）,★
EBITDA,0.0,↓负相关（高分→亏损）,★
EBIT,0.0,↓负相关（高分→亏损）,★
投资现金流,0.0,↓负相关（高分→亏损）,★
营运资金变动_T3,0.0,↓负相关（高分→亏损）,★
基本EPS,0.0,↓负相关（高分→亏损）,★
行业PS,0.0,↓负相关（高分→亏损）,★
经营活动现金流小计,0.0,↓负相关（高分→亏损）,★
筹资活动现金流,0.0,↓负相关（高分→亏损）,★
sell_exp,0.0,↓负相关（高分→亏损）,★
无形资产占比,0.0,↓负相关（高分→亏损）,★
总分_趋势,0.0,↓负相关（高分→亏损）,★
投资活动现金流,0.0,↓负相关（高分→亏损）,★
营运资金变动_T4,0.0,↓负相关（高分→亏损）,★
非流动资产,0.0,↓负相关（高分→亏损）,★
评级_T-1,0.0,↓负相关（高分→亏损）,★
net_profit,0.0,↓负相关（高分→亏损）,★
盈利能力_趋势,0.0,↓负相关（高分→亏损）,★
sw_l1_code,0.0,↓负相关（高分→亏损）,★
营收增长率,0.0,↓负相关（高分→亏损）,★
净债务,0.0,↓负相关（高分→亏损）,★
营业利润率,0.0,↓负相关（高分→亏损）,★
sw_l3_name,0.0,↓负相关（高分→亏损）,★
Beta,0.0,↓负相关（高分→亏损）,★
sw_l3_code,0.0,↓负相关（高分→亏损）,★
sw_l2_name,0.0,↓负相关（高分→亏损）,★
sw_l2_code,0.0,↓负相关（高分→亏损）,★
营运资金变动_T,0.0,↓负相关（高分→亏损）,★
净资产负债表,0.0,↓负相关（高分→亏损）,★
sw_l1_name,0.0,↓负相关（高分→亏损）,★
评级_T-3,0.0,↓负相关（高分→亏损）,★
锁定期,0.0,↓负相关（高分→亏损）,★
综合趋势,0.0,↓负相关（高分→亏损）,★
溢价率下限,0.0,↓负相关（高分→亏损）,★
评级_T-4,0.0,↓负相关（高分→亏损）,★
营运资金变动_T1,0.0,↓负相关（高分→亏损）,★
融资金额,0.0,↓负相关（高分→亏损）,★
波动率,-0.0032710475396866435,↓负相关（高分→亏损）,★
股东权益,-0.003988264899512945,↓负相关（高分→亏损）,★
现金流动负债比,-0.004143465115739755,↓负相关（高分→亏损）,★
个股PE,-0.006573596312172586,↓负相关（高分→亏损）,★
NOPAT_T2,-0.007068644548963902,↓负相关（高分→亏损）,★
营业利润_T2,-0.007104310340838139,↓负相关（高分→亏损）,★
盈利能力_T-2,-0.008504301351812613,↓负相关（高分→亏损）,★
流动资产,-0.011792862825461194,↓负相关（高分→亏损）,★
短期借款,-0.01313958877341588,↓负相关（高分→亏损）,★
归母净利润,-0.013229411931915177,↓负相关（高分→亏损）,★
成长能力_delta_2y,-0.013769102254118176,↓负相关（高分→亏损）,★
利润总额,-0.014284167418032736,↓负相关（高分→亏损）,★
营业利润,-0.01432864936443064,↓负相关（高分→亏损）,★
总资产,-0.015288535272500596,↓负相关（高分→亏损）,★
rd_exp,-0.015508299243740054,↓负相关（高分→亏损）,★
总股本,-0.017113795596529237,↓负相关（高分→亏损）,★
总负债,-0.017273647998385367,↓负相关（高分→亏损）,★
流动负债,-0.017308381905308465,↓负相关（高分→亏损）,★
应付债券,-0.017648393175826595,↓负相关（高分→亏损）,★
营业收入,-0.018364794861851753,↓负相关（高分→亏损）,★
营业总收入,-0.018364794861851753,↓负相关（高分→亏损）,★
货币资金,-0.01849200950966228,↓负相关（高分→亏损）,★
固定资产,-0.01896479396850737,↓负相关（高分→亏损）,★
经营现金流,-0.01917308599866284,↓负相关（高分→亏损）,★
商誉占总资产比,-0.01976569877785908,↓负相关（高分→亏损）,★
admin_exp,-0.020437443723401737,↓负相关（高分→亏损）,★
商誉,-0.020457983904786772,↓负相关（高分→亏损）,★
市场胜率_120d,-0.024006739699680812,↓负相关（高分→亏损）,★
反向推算_通过,-0.02823619125825506,↓负相关（高分→亏损）,★
总营收增长,-0.03097615724954377,↓负相关（高分→亏损）,★
NOPAT_T,-0.03157555765769573,↓负相关（高分→亏损）,★
营业利润_T,-0.03161044835105779,↓负相关（高分→亏损）,★
行业PE_通过,-0.032308157959475975,↓负相关（高分→亏损）,★
同行PS_中位,-0.034593060281493865,↓负相关（高分→亏损）,★
FCF_margin,-0.03502297362522929,↓负相关（高分→亏损）,★
波动率_20d,-0.036831078707002224,↓负相关（高分→亏损）,★
盈利能力_delta_2y,-0.03717349703355804,↓负相关（高分→亏损）,★
营收增长,-0.03917307380168502,↓负相关（高分→亏损）,★
个股PE_通过,-0.04115358685428325,↓负相关（高分→亏损）,★
营收增长2,-0.04207544456420987,↓负相关（高分→亏损）,★
FCF_conversion,-0.045483192463197264,↓负相关（高分→亏损）,★
资本支出_加速,-0.050591842597558695,↓负相关（高分→亏损）,★
price_vs_MA120,-0.05516475096251031,↓负相关（高分→亏损）,★
资本支出_YoY,-0.05692973368093464,↓负相关（高分→亏损）,★
胜率_20d,-0.057968406177942675,↓负相关（高分→亏损）,★
成长能力_delta_1y,-0.05839501685340909,↓负相关（高分→亏损）,★
FCF_CAGR2,-0.05853249114072083,↓负相关（高分→亏损）,★
定增建议参与,-0.06067381046708748,↓负相关（高分→亏损）,★
ROE增长,-0.0664393023542745,↓负相关（高分→亏损）,★
资产负债比,-0.06782996722568632,↓负相关（高分→亏损）,★
NOPAT_margin,-0.0704657635896519,↓负相关（高分→亏损）,★
管理费用率,-0.07286921361616411,↓负相关（高分→亏损）,★
总分_delta_4y,-0.07366834024957825,↓负相关（高分→亏损）,★
胜率_120d,-0.07685053534517777,↓负相关（高分→亏损）,★
速动比率,-0.07711185518377678,↓负相关（高分→亏损）,★
vol_ratio_20_60,-0.08517062403831827,↓负相关（高分→亏损）,★
区间收益_250d,-0.08698926798901507,↓负相关（高分→亏损）,★
年化收益_250d,-0.08698926798901507,↓负相关（高分→亏损）,★
总资产周转率,-0.08928647977651892,↓负相关（高分→亏损）,★
蒙特卡洛_通过,-0.0963440643237582,↓负相关（高分→亏损）,★
已获利息倍数,-0.09806395927927043,↓负相关（高分→亏损）,★
资产负债率,-0.1052592737284188,↓负相关（高分→亏损）,★
净利增长,-0.10903055963190324,↓负相关（高分→亏损）,★
扣非净利增长,-0.10907727335993175,↓负相关（高分→亏损）,★
成长能力_T-2,-0.11460020062085528,↓负相关（高分→亏损）,★
营业利润_加速,-0.11889395053011702,↓负相关（高分→亏损）,★
NOPAT_加速,-0.11889395053011702,↓负相关（高分→亏损）,★
存货周转率,-0.12075742681097375,↓负相关（高分→亏损）,★
成长能力_T-1,-0.12590075594619793,↓负相关（高分→亏损）,★
MA60,-0.1362794006918292,↓负相关（高分→亏损）,★
PS_vs_同行均值,-0.1369424490492889,↓负相关（高分→亏损）,★
FCF年份_T3,-0.1381921399340989,↓负相关（高分→亏损）,★
MA250,-0.13831400031227575,↓负相关（高分→亏损）,★
个股PS,-0.1388916652446528,↓负相关（高分→亏损）,★
FCF_加速,-0.14432936660618184,↓负相关（高分→亏损）,★
同行公司数,-0.15357581293282752,↓负相关（高分→亏损）,★★
成长能力_T-4,-0.15733057273200607,↓负相关（高分→亏损）,★★
行业PE_60d增长,-0.15994888458034698,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.16480987088302473,↓负相关（高分→亏损）,★★
盈利能力_T-1,-0.1656818821848452,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.1661996937818118,↓负相关（高分→亏损）,★★
总分_T-3,-0.16820993885676563,↓负相关（高分→亏损）,★★
盈利能力_T-4,-0.17078799744169326,↓负相关（高分→亏损）,★★
市场年化收益_120d,-0.17604432650852522,↓负相关（高分→亏损）,★★
行业PE_250d增长,-0.18604006352987298,↓负相关（高分→亏损）,★★
净利率,-0.18617773596772694,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.18862654764284537,↓负相关（高分→亏损）,★★
数据天数,-0.18866106556690374,↓负相关（高分→亏损）,★★
行业波动率_20d,-0.19225282670578273,↓负相关（高分→亏损）,★★
行业胜率_20d,-0.19249741428021083,↓负相关（高分→亏损）,★★
市场波动率比值,-0.19311935996668114,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.2228060176042147,↓负相关（高分→亏损）,★★
行业波动率_120d,-0.23057579069247214,↓负相关（高分→亏损）,★★
FCF年份_T1,-0.25044252265307243,↓负相关（高分→亏损）,★★
FCF年份_T2,-0.25044252265307243,↓负相关（高分→亏损）,★★
FCF年份_T,-0.25044252265307243,↓负相关（高分→亏损）,★★
行业PB_250d增长,-0.25818697844469096,↓负相关（高分→亏损）,★★
总资产净利率,-0.2623613905001255,↓负相关（高分→亏损）,★★
营业利润_CAGR2,-0.27580420206506123,↓负相关（高分→亏损）,★★
NOPAT_CAGR2,-0.27580420206506123,↓负相关（高分→亏损）,★★
市场距离MA250,-0.2788456883968275,↓负相关（高分→亏损）,★★
行业MA60,-0.27911061545433735,↓负相关（高分→亏损）,★★
成长能力_delta_4y,-0.2812944935650402,↓负相关（高分→亏损）,★★
行业PB,-0.2894896523230092,↓负相关（高分→亏损）,★★
波动率_250d,-0.3027434648662413,↓负相关（高分→亏损）,★★★
净利润,-0.30658136988788565,↓负相关（高分→亏损）,★★★
应收账款周转率,-0.3078690914162201,↓负相关（高分→亏损）,★★★
区间收益_120d,-0.31316776900305227,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.3161346915944511,↓负相关（高分→亏损）,★★★
折旧_T3,-0.3163339958775104,↓负相关（高分→亏损）,★★★
行业PB_120d增长,-0.3187643102409633,↓负相关（高分→亏损）,★★★
折旧_T1,-0.3369542999424949,↓负相关（高分→亏损）,★★★
行业胜率_250d,-0.3389537099159957,↓负相关（高分→亏损）,★★★
FCF_T3,-0.3450245325911607,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.3458338347005538,↓负相关（高分→亏损）,★★★
行业MA120,-0.3601350782701325,↓负相关（高分→亏损）,★★★
capex_to_dep,-0.36567046974598366,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.3672001655513213,↓负相关（高分→亏损）,★★★
FCF_T2,-0.3971604358835276,↓负相关（高分→亏损）,★★★
step3通过,-0.4000939162521044,↓负相关（高分→亏损）,★★★
FCF_T,-0.42466517433512924,↓负相关（高分→亏损）,★★★
FCF_T1,-0.4512721399476301,↓负相关（高分→亏损）,★★★
PB_vs_行业,-0.4515159089871234,↓负相关（高分→亏损）,★★★
MA120,-0.46496372922714674,↓负相关（高分→亏损）,★★★
资本支出_T4,-0.4831862218752731,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.5105239457072498,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.5105698625884909,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.5118523075467976,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.5224236975071205,↓负相关（高分→亏损）,★★★
有效阈值数,-0.5302533903975996,↓负相关（高分→亏损）,★★★
同行PB_中位,-0.5994189567921224,↓负相关（高分→亏损）,★★★
同行市值_中位,-0.6052921762080471,↓负相关（高分→亏损）,★★★
波动率_60d,-0.7116550890471918,↓负相关（高分→亏损）,★★★
FCF_T4,-0.7151723262567179,↓负相关（高分→亏损）,★★★
资本支出_T,-0.7175473410236676,↓负相关（高分→亏损）,★★★
中位价,-0.7692859508323476,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.8730212466969387,↓负相关（高分→亏损）,★★★
报价日MA20,-0.9061327085300893,↓负相关（高分→亏损）,★★★
营收_T3,-0.9527351100149078,↓负相关（高分→亏损）,★★★
